1,1000125,90
17065,1021142,87
15550,1022980,20
11219,1012424,90
2714,1034883,0
15424,1027179,60
10975,1022385,70
12380,1040138,20
15509,1037251,100
226,1006442,80
5733,1020993,0
12159,1099096,100
10599,1002815,30
6177,1040684,100
4268,1021527,0
6350,1098447,90
4239,1015851,65
2297,1043718,0
2591,1001584,50
8572,1011701,0
6245,1001527,0
9877,1002476,0
15970,1004947,40
9634,1015750,50
11827,1098376,100
1291,1024130,90
5365,1100170,90
13309,1078363,100
8895,1015202,50
8997,1014678,90
4523,1018442,50
1397,1002960,90
3541,1051824,0
11564,1002990,70
8447,1029091,90
17221,1018262,60
14435,1004459,50
14506,1044605,90
17429,1014252,0
10484,1013213,90
8858,1019067,100
1167,1030933,90
11705,1099394,0
2663,1023860,75
12714,1003522,0
4468,1097828,0
11510,1029314,0
14019,1013213,63
2494,1052054,100
6974,1000454,0
7608,1006175,90
6334,1043833,20
2199,1014635,0
2978,1005605,100
16479,1099699,50
4623,1019576,0
6174,1023878,0
903,1097579,0
15144,1032135,0
12920,1001700,90
10462,1030683,90
12960,1026819,50
9136,1025801,90
6255,1098431,90
14588,1018623,0
9776,1020326,100
13986,1097998,100
5258,1052069,0
5250,1021515,100
2572,1031044,90
3518,1003579,50
8917,1013384,50
14237,1045211,0
10446,1022601,90
2898,1010787,50
17425,1034904,76
6263,1097564,60
9079,1022226,90
15606,1024095,90
9583,1039877,60
538,1009214,0
16201,1021912,90
13784,1030387,50
14053,1099699,0
8880,1013025,100
168,1026044,90
14179,1098461,30
10865,1024565,90
3503,1034883,80
14879,1002766,90
12234,1014252,59
15758,1098588,0
972,1021054,0
16874,1029238,100
5136,1017927,30
1449,1097348,0
1660,1015272,30
3270,1021274,87
14920,1019615,0
8176,1012011,100
11813,1006175,90
8311,1099163,90
157,1099096,0
13542,1018417,90
6174,1037822,0
689,1015715,90
14521,1043019,0
14704,1026044,0
4263,1034801,90
8572,1012884,100
9610,1012948,0
13620,1019547,100
12387,1053507,100
9748,1015033,82
10126,1038931,10
13425,1029443,50
12877,1052054,0
8209,1098595,100
8924,1014218,0
9785,1014312,90
8513,1007520,0
6255,1098456,0
13414,1048943,0
9038,1020524,90
14034,1022560,0
942,1021676,90
4977,1008667,0
8559,1053407,90
12466,1023475,30
9164,1009214,50
9249,1002217,70
5045,1010787,0
13979,1026455,0
9086,1017989,90
12901,1006748,90
4414,1012481,90
549,1016906,0
13187,1098099,0
11492,1045696,50
2497,1024095,90
4987,1099097,100
12288,1036157,90
5230,1024111,100
504,1010787,50
2761,1008413,0
14360,1024819,0
3234,1054967,0
14008,1048259,50
7863,1003454,30
1334,1003242,90
13330,1099550,60
4046,1098815,70
5584,1017511,50
12094,1041735,90
3784,1098329,50
15,1083194,50
1407,1098119,90
10866,1026798,0
8688,1029275,90
15552,1027798,100
5433,1032861,40
1586,1022925,100
8000,1017240,30
8326,1012012,90
11520,1021503,0
511,1012630,0
11045,1000125,90
3591,1000861,0
9381,1099317,0
16905,1098798,100
10202,1053507,90
5974,1058980,68
13616,1010191,90
13622,1053919,10
1882,1098048,50
14474,1005653,50
3438,1001925,90
10713,1029910,10
6702,1001077,2
14901,1021824,0
11658,1047679,0
3856,1020051,70
13247,1017989,60
6168,1006953,80
12500,1011104,90
11277,1044998,50
11048,1026109,0
7006,1015786,90
4375,1028255,0
3414,1033398,60
4455,1025801,90
16621,1040748,90
11662,1098234,0
2663,1010646,80
16219,1079828,0
4555,1034047,90
9617,1041735,70
10847,1014312,90
2220,1030937,90
13486,1010279,0
1632,1014120,100
1718,1014426,30
14474,1042746,10
2281,1005205,0
1713,1002280,90
15589,1006613,50
14938,1000398,0
10271,1016600,90
895,1019067,90
10226,1015750,15
7041,1030879,100
3742,1024629,81
9341,1097585,100
14895,1100659,70
6029,1049618,0
793,1030047,50
2370,1005545,0
1814,1007331,100
2761,1006442,0
16685,1099471,0
1818,1031520,22
8361,1099067,0
572,1044486,86
11710,1053934,0
6289,1009942,0
11046,1097585,70
157,1099203,0
10987,1026478,100
12001,1037698,90
10832,1098208,0
12552,1098461,0
11728,1044998,0
13131,1013119,20
9401,1032345,90
1702,1097490,100
6075,1099015,90
3950,1035709,0
1144,1019448,70
13715,1020983,80
3266,1007723,90
10641,1043054,100
10369,1082975,90
15398,1007093,0
3073,1045704,100
10562,1018620,30
10484,1000252,70
11326,1008193,0
4375,1098595,30
5283,1008873,0
7862,1017240,90
11327,1021912,50
11780,1010722,0
14315,1019067,90
3238,1044998,70
6107,1028424,70
1147,1098268,25
13236,1042768,90
3951,1015750,90
12466,1022559,70
6972,1053438,90
1052,1014696,90
7634,1026478,70
3323,1036157,100
9610,1010307,0
5001,1098895,50
7764,1010542,50
807,1006618,0
9019,1038931,30
1882,1097164,50
15551,1009496,0
644,1024111,100
3788,1026478,50
12466,1000548,70
10837,1014635,0
14598,1020923,87
6210,1019547,100
15937,1053507,90
5137,1045021,90
2834,1034882,0
6436,1021815,90
9145,1058980,100
16236,1024111,90
9121,1059262,100
6831,1011846,30
10489,1016450,90
3210,1001236,90
11632,1045525,70
5493,1001077,100
14445,1020051,0
14378,1098758,0
11855,1014426,50
14754,1002183,0
15784,1021186,0
14998,1038931,90
5331,1008023,0
6429,1012285,0
14487,1029626,90
5649,1051565,81
12466,1031384,20
12552,1020993,0
857,1005094,0
13498,1029908,50
1918,1099378,0
1636,1009453,0
6014,1044999,0
4047,1026690,100
12084,1097682,100
9877,1031807,0
13005,1005017,0
8271,1026762,0
9325,1033707,50
11898,1027741,90
12207,1006860,100
4423,1015272,99
6702,1012809,0
10001,1098270,0
474,1017874,100
15314,1012752,90
10253,1006078,100
6248,1013213,70
7716,1004947,0
6501,1021815,0
10955,1003575,0
15000,1021992,30
12237,1040355,0
13473,1044931,100
10812,1018138,0
2233,1053653,0
12802,1052054,90
13859,1043054,0
6960,1018233,0
15730,1016600,90
16229,1013010,0
7187,1100659,90
7154,1023649,0
11901,1013593,0
12147,1004459,100
17319,1099141,0
9859,1000454,50
2913,1022226,0
8935,1052054,90
12985,1031044,90
1132,1058192,100
5705,1008649,90
9266,1031503,100
3234,1098143,0
16714,1043716,100
17184,1001236,30
10807,1029451,0
4062,1007098,90
6946,1027086,100
4789,1009549,0
14039,1015272,90
15599,1026882,30
9428,1098337,0
14634,1026260,90
8572,1007422,0
7668,1098234,0
5301,1022601,90
4910,1001624,0
4810,1018937,100
3201,1034883,70
11272,1022808,1
8860,1097498,8
13749,1027741,90
2788,1098109,90
14251,1044487,50
863,1027741,30
15940,1016600,30
17069,1015930,0
5315,1001236,30
7458,1024746,100
9877,1009642,0
416,1030683,90
6181,1097498,70
9389,1000335,50
4268,1019516,0
16794,1012285,0
3414,1001632,40
1419,1020268,50
7822,1098798,85
16848,1024258,100
8052,1004411,0
8008,1044486,100
2335,1022226,70
4078,1053507,90
8533,1009167,90
14153,1018137,0
4905,1013133,96
4515,1023236,0
3597,1051565,0
13439,1098486,0
16446,1022601,0
11890,1014733,100
15452,1007939,50
14168,1004095,30
1255,1000125,90
15739,1007441,0
17069,1008073,0
302,1042183,90
4468,1017870,30
10200,1007610,90
3782,1098345,100
15825,1029227,0
14688,1028100,0
12054,1099173,100
10015,1097579,0
2500,1097501,1
2924,1026620,90
16372,1025522,0
14034,1000264,30
6971,1052069,90
3321,1019857,90
8748,1051565,90
6064,1053686,70
910,1098529,100
10823,1028559,0
17021,1001925,100
11872,1015725,80
3693,1097482,0
14652,1021869,90
11859,1052234,90
4540,1053507,50
14598,1026288,79
5197,1011169,0
1081,1098887,100
9740,1048827,0
11504,1052069,100
4232,1025801,100
286,1097661,91
170,1000412,79
13225,1051565,90
8599,1022925,90
6029,1029314,70
9540,1028255,70
2402,1034801,90
14364,1028251,90
16549,1005871,0
12507,1001624,90
12627,1032011,90
16049,1007206,30
7548,1033613,0
12741,1021300,50
2544,1098431,100
11939,1000431,80
8548,1014252,0
3625,1015524,0
771,1042272,100
903,1036545,0
16419,1006316,30
17271,1021869,40
1874,1097612,50
511,1027009,0
14824,1026044,90
11122,1053653,0
5221,1006078,100
4395,1018851,0
363,1003522,83
6109,1025027,70
8362,1010542,0
7058,1014120,0
11520,1043054,0
1575,1037731,90
3995,1027386,90
10499,1016600,90
17283,1001301,100
5804,1013691,80
2370,1000370,0
4106,1097490,0
398,1061772,100
3719,1002404,0
3233,1097991,87
16955,1014091,0
15739,1052074,0
1938,1021142,90
11189,1028935,0
15707,1021869,0
6244,1097508,90
106,1009504,90
8377,1000843,0
13753,1048259,70
16912,1018881,0
7533,1098048,90
11611,1008492,90
11510,1007477,80
5516,1053438,100
7500,1012752,100
16024,1027798,90
2974,1021186,0
9249,1008628,30
10713,1097900,0
10271,1033613,68
16203,1040742,0
5643,1100735,0
4881,1024670,90
17084,1098588,0
11179,1100995,50
17183,1098588,0
2714,1006016,50
10226,1012651,0
9232,1097613,90
4040,1043454,90
3912,1018199,70
8674,1025831,70
11510,1011846,0
7795,1014312,50
7741,1017240,50
17436,1016989,70
3043,1045021,0
13541,1019369,0
13170,1099097,90
2297,1009517,0
7045,1005580,50
15476,1099009,100
4553,1021142,90
15850,1026184,90
1747,1046217,90
10102,1010065,70
16685,1053197,0
13902,1027741,100
6926,1021515,80
565,1007610,95
942,1031368,0
8615,1027496,90
2819,1014252,0
2297,1067570,0
15314,1039877,100
13911,1000861,70
6635,1030037,0
9610,1009326,0
12424,1018638,80
2408,1018417,90
8437,1042272,0
16467,1006373,90
1975,1013012,90
14651,1025801,90
16112,1010122,50
6275,1018587,18
1512,1016793,90
14840,1098099,0
16198,1033427,100
281,1048496,90
5933,1058762,0
7845,1098032,50
12532,1006227,0
11448,1013012,90
12837,1029764,90
549,1019753,76
13983,1028073,100
274,1032011,90
9400,1041511,0
1789,1031703,90
16514,1009184,0
2663,1014943,80
12446,1006978,100
2955,1097613,90
7674,1026260,0
3156,1097504,100
9639,1015706,0
17145,1042183,50
2742,1042177,90
14081,1054154,0
2948,1030666,90
14258,1019753,80
8779,1020983,100
11827,1044486,98
6401,1021142,10
7957,1004631,90
3177,1002256,85
1488,1098775,0
3674,1009730,70
13663,1026044,0
8572,1022010,0
11989,1010309,90
14010,1008877,90
16868,1026819,90
1487,1030879,0
3270,1020993,68
12466,1039240,30
3390,1052200,90
3206,1020265,0
2682,1029489,90
11355,1006373,90
14983,1025443,78
7868,1013350,0
